education,experience,ethnicity,smsa,region,parttime,wage
13,23.0,cauc,yes,south,no,664.77
8,25.0,cauc,yes,south,yes,84.28
12,0.0,cauc,yes,south,no,113.92
6,20.0,cauc,yes,south,no,160.18
12,5.0,cauc,yes,south,no,443.18
12,12.0,cauc,yes,south,no,206.55
14,16.0,cauc,no,south,no,641.03
17,4.0,cauc,yes,south,no,593.54
12,25.0,cauc,no,south,no,437.24
13,1.0,cauc,no,south,no,308.64
12,0.0,cauc,no,south,yes,61.73
12,13.0,cauc,yes,south,no,949.67
12,4.0,cauc,no,south,yes,222.22
14,19.0,cauc,no,south,no,652.9
16,7.0,cauc,yes,south,no,522.32
16,5.0,cauc,yes,south,no,546.06
14,7.0,cauc,yes,south,no,467.71
2,44.0,cauc,yes,south,no,154.32
0,56.0,cauc,yes,south,yes,130.58
18,2.0,cauc,yes,south,no,427.35
12,12.0,cauc,no,south,no,356.13
17,3.0,cauc,no,south,no,265.91
12,28.0,cauc,no,south,no,569.8
4,46.0,cauc,yes,south,no,308.64
6,13.0,cauc,yes,south,no,332.38
18,16.0,cauc,no,south,no,546.06
14,-1.0,cauc,no,south,no,123.46
14,1.0,cauc,no,south,yes,296.3
14,22.0,cauc,no,south,no,765.67
12,0.0,cauc,no,south,no,174.9
4,42.0,cauc,yes,south,no,209.88
5,40.0,cauc,yes,south,no,356.13
4,46.0,cauc,yes,south,no,679.01
12,1.0,cauc,yes,south,yes,92.59
10,3.0,cauc,yes,south,no,493.83
15,8.0,cauc,yes,south,no,854.7
16,9.0,cauc,yes,south,no,712.25
11,3.0,afam,yes,south,no,154.32
6,27.0,cauc,yes,south,no,427.35
16,6.0,cauc,yes,south,no,688.51
14,34.0,cauc,yes,south,no,296.77
18,17.0,cauc,yes,south,no,854.7
10,3.0,cauc,yes,south,no,116.72
14,13.0,cauc,yes,south,no,403.61
17,19.0,cauc,yes,south,no,569.8
12,3.0,cauc,yes,south,yes,182.81
12,11.0,cauc,no,south,no,144.2
14,14.0,cauc,no,south,no,349.79
13,17.0,cauc,no,south,no,502.97
18,20.0,cauc,no,south,no,638.94
12,42.0,cauc,yes,south,no,641.03
12,24.0,cauc,yes,south,no,617.28
12,5.0,cauc,yes,south,no,522.32
10,8.0,cauc,yes,south,no,308.64
11,9.0,cauc,yes,south,no,303.58
12,14.0,cauc,yes,south,no,418.52
13,17.0,cauc,yes,south,no,474.83
15,16.0,cauc,yes,south,no,474.83
9,26.0,cauc,no,south,no,512.82
12,6.0,cauc,no,south,no,256.41
12,20.0,cauc,yes,south,no,536.56
16,21.0,cauc,yes,south,no,415.48
3,46.0,cauc,yes,south,no,296.54
12,24.0,cauc,yes,south,no,403.61
12,8.0,cauc,no,south,no,296.77
12,27.0,cauc,no,south,yes,129.07
12,12.0,cauc,no,south,no,261.16
17,31.0,cauc,yes,south,no,546.06
7,29.0,cauc,yes,south,no,379.87
3,56.0,cauc,yes,south,yes,59.35
13,25.0,cauc,yes,south,no,505.13
2,38.0,cauc,yes,south,no,498.58
15,7.0,cauc,yes,south,no,276.54
11,29.0,cauc,yes,south,yes,195.87
3,40.0,cauc,yes,south,no,435.14
12,13.0,cauc,no,south,no,427.35
13,20.0,cauc,yes,south,no,1151.47
10,10.0,cauc,yes,south,no,148.15
8,41.0,cauc,yes,south,yes,617.28
16,2.0,cauc,yes,south,no,470.31
14,25.0,cauc,yes,south,no,485.32
14,0.0,cauc,yes,south,no,164.61
12,4.0,afam,yes,south,no,384.62
16,2.0,cauc,yes,south,no,451.09
16,4.0,cauc,yes,south,no,379.87
18,35.0,cauc,yes,south,no,765.1
14,28.0,cauc,yes,south,no,1485.02
8,15.0,cauc,yes,south,no,259.26
9,12.0,cauc,yes,south,no,277.78
8,10.0,cauc,yes,south,no,284.9
12,11.0,cauc,yes,south,no,246.91
0,61.0,cauc,yes,south,yes,123.46
13,17.0,cauc,yes,south,no,336.7
11,10.0,cauc,yes,south,no,315.21
14,18.0,cauc,yes,south,no,474.83
15,7.0,cauc,yes,south,no,445.82
12,41.0,cauc,yes,south,no,1549.45
10,15.0,cauc,yes,south,no,379.87
2,43.0,cauc,yes,south,no,261.16
12,6.0,cauc,yes,south,no,216.05
12,3.0,cauc,yes,south,yes,294.4
12,1.0,cauc,yes,south,yes,157.41
12,9.0,cauc,yes,south,yes,94.97
15,34.0,cauc,yes,south,no,997.15
6,23.0,cauc,yes,south,no,331.41
12,40.0,cauc,no,south,no,593.54
9,19.0,cauc,yes,south,no,308.64
16,15.0,cauc,yes,south,no,543.21
16,23.0,cauc,no,south,no,679.01
14,3.0,cauc,no,south,no,686.06
14,30.0,cauc,no,south,no,1086.42
14,44.0,cauc,no,south,no,985.28
12,11.0,afam,no,south,no,227.92
18,21.0,cauc,no,south,no,997.15
17,7.0,cauc,yes,south,no,816.71
12,47.0,cauc,yes,south,no,925.93
8,41.0,cauc,yes,south,no,687.56
12,34.0,cauc,yes,south,no,830.96
18,-1.0,cauc,yes,south,no,688.51
13,7.0,cauc,no,south,no,451.09
3,41.0,cauc,no,south,no,830.96
18,20.0,cauc,yes,south,yes,68.99
18,18.0,cauc,yes,south,no,854.7
12,22.0,cauc,no,south,no,593.54
12,24.0,cauc,yes,south,no,1187.08
12,5.0,cauc,no,south,no,214.32
11,1.0,cauc,no,south,no,246.91
12,4.0,cauc,no,south,no,77.97
9,13.0,cauc,no,south,no,352.73
12,16.0,cauc,no,south,no,522.32
14,16.0,cauc,no,south,no,361.38
16,16.0,cauc,no,south,no,555.56
10,5.0,cauc,yes,south,no,284.9
16,16.0,cauc,no,west,no,800.09
14,14.0,cauc,no,west,no,593.54
12,11.0,cauc,no,west,no,617.28
11,40.0,cauc,no,west,no,522.32
12,49.0,cauc,no,west,no,133.74
12,3.0,cauc,no,west,no,452.67
12,21.0,cauc,no,west,no,569.8
12,0.0,cauc,no,west,yes,154.32
12,46.0,cauc,no,west,no,182.02
12,15.0,cauc,no,west,no,142.45
16,19.0,cauc,yes,west,no,1068.38
13,23.0,cauc,yes,west,no,839.51
12,30.0,cauc,yes,west,no,498.58
12,18.0,cauc,yes,west,no,415.48
15,32.0,cauc,yes,west,no,370.37
12,9.0,cauc,no,west,no,166.38
16,7.0,cauc,no,west,no,450.25
13,16.0,cauc,no,west,no,925.93
9,44.0,cauc,no,west,no,664.77
17,4.0,cauc,no,west,no,712.25
18,12.0,cauc,no,west,no,743.31
16,10.0,cauc,no,west,no,854.7
17,17.0,cauc,no,west,no,714.62
13,31.0,cauc,no,west,no,610.16
13,43.0,cauc,no,west,no,402.57
18,6.0,cauc,no,west,no,375.74
18,25.0,cauc,no,west,no,643.4
9,52.0,cauc,yes,west,yes,216.05
12,33.0,cauc,yes,west,no,940.74
12,45.0,cauc,yes,west,no,892.92
16,17.0,cauc,yes,west,no,530.79
12,16.0,cauc,yes,west,no,546.06
12,5.0,cauc,yes,west,yes,71.23
16,18.0,cauc,yes,west,no,1187.08
13,0.0,cauc,yes,west,yes,94.97
12,0.0,cauc,yes,west,yes,141.36
18,15.0,cauc,no,west,no,1187.08
18,12.0,cauc,no,west,no,1032.76
8,48.0,cauc,no,west,no,493.83
12,9.0,cauc,no,west,no,493.83
12,13.0,cauc,no,west,no,145.9
16,6.0,cauc,no,west,no,356.13
16,6.0,cauc,no,west,no,427.35
14,0.0,cauc,no,west,no,261.44
17,28.0,cauc,no,west,yes,375.0
12,27.0,cauc,no,west,no,759.73
13,0.0,cauc,no,west,no,133.74
16,14.0,cauc,no,west,no,1258.31
12,13.0,cauc,no,west,no,902.18
16,34.0,cauc,no,west,no,284.9
11,11.0,cauc,no,west,no,617.28
18,20.0,cauc,no,west,no,739.08
18,24.0,cauc,no,west,no,868.95
12,11.0,cauc,no,west,no,688.51
10,41.0,cauc,no,west,no,1068.38
12,28.0,cauc,no,west,yes,183.39
12,38.0,cauc,no,west,no,712.25
12,14.0,cauc,no,west,no,216.05
12,16.0,cauc,no,west,no,641.03
12,8.0,cauc,no,west,no,759.73
12,39.0,cauc,no,west,no,356.13
13,7.0,cauc,no,west,no,712.25
18,10.0,cauc,no,west,no,498.58
12,10.0,cauc,yes,west,no,712.25
12,23.0,cauc,no,west,no,441.6
18,14.0,cauc,no,west,no,1097.39
15,16.0,cauc,no,west,no,712.25
16,8.0,cauc,no,west,yes,154.32
16,-1.0,cauc,no,west,yes,118.71
12,32.0,cauc,no,west,no,617.28
17,2.0,cauc,no,west,no,284.9
11,18.0,cauc,no,west,no,498.58
18,10.0,cauc,no,west,no,599.67
16,27.0,cauc,no,west,no,593.54
12,0.0,cauc,no,west,yes,62.99
17,35.0,cauc,no,west,yes,164.61
12,40.0,cauc,no,west,no,712.25
12,25.0,cauc,no,west,no,569.8
12,6.0,cauc,no,west,no,284.9
14,12.0,cauc,no,west,no,925.93
14,20.0,cauc,no,west,no,340.38
14,22.0,cauc,no,west,no,522.32
12,6.0,cauc,no,west,no,221.5
12,15.0,cauc,yes,west,no,617.28
18,17.0,cauc,yes,west,no,664.77
12,12.0,cauc,yes,west,no,588.79
12,18.0,cauc,yes,west,no,593.54
12,42.0,cauc,yes,west,no,671.42
14,19.0,cauc,yes,west,no,1124.95
12,23.0,cauc,yes,west,no,427.35
12,13.0,cauc,yes,west,no,451.09
12,21.0,cauc,no,west,no,937.8
16,15.0,cauc,no,west,no,1457.64
12,22.0,cauc,no,west,no,286.06
13,20.0,cauc,yes,west,no,358.5
12,5.0,cauc,yes,west,yes,142.45
12,44.0,cauc,no,west,no,232.91
11,25.0,cauc,yes,west,no,745.88
11,1.0,cauc,yes,west,no,105.82
13,34.0,cauc,no,west,no,591.56
12,30.0,cauc,no,west,no,357.08
12,0.0,cauc,no,west,yes,107.0
9,45.0,cauc,no,west,no,1028.81
15,25.0,cauc,no,west,no,987.65
12,16.0,cauc,no,west,no,453.99
16,1.0,cauc,no,west,yes,71.23
18,20.0,cauc,no,west,no,949.67
13,0.0,cauc,no,west,yes,74.07
12,15.0,cauc,yes,west,no,522.32
12,26.0,cauc,yes,west,no,498.58
12,38.0,cauc,no,west,no,1092.12
9,12.0,cauc,no,west,no,270.66
11,17.0,cauc,no,west,no,685.92
12,23.0,cauc,no,west,no,712.25
12,5.0,cauc,no,west,no,207.82
11,2.0,cauc,no,west,no,180.04
13,13.0,cauc,no,west,no,167.04
9,11.0,cauc,yes,west,no,412.77
14,6.0,cauc,yes,west,no,411.52
15,0.0,cauc,no,west,yes,154.32
18,15.0,cauc,no,west,no,1234.57
14,2.0,cauc,no,west,no,284.9
13,39.0,cauc,no,west,no,676.44
16,5.0,cauc,no,west,no,277.78
8,55.0,cauc,yes,west,yes,185.19
10,21.0,cauc,yes,west,yes,360.08
16,11.0,cauc,no,west,no,1020.89
12,30.0,cauc,no,west,no,300.77
18,9.0,cauc,no,west,no,726.88
12,6.0,cauc,no,west,no,387.52
10,18.0,cauc,no,west,no,664.77
12,40.0,cauc,no,west,no,1410.93
14,17.0,cauc,no,west,no,531.81
17,17.0,cauc,no,west,no,1068.38
13,44.0,cauc,no,west,no,617.28
16,3.0,cauc,no,west,no,231.48
12,10.0,cauc,no,west,yes,213.68
16,1.0,cauc,no,west,no,162.96
16,5.0,cauc,no,west,no,617.28
17,19.0,cauc,no,west,no,667.74
8,34.0,cauc,yes,west,no,569.8
11,26.0,cauc,yes,west,yes,192.9
12,29.0,cauc,yes,west,no,356.13
14,19.0,cauc,yes,west,no,688.51
16,28.0,cauc,yes,west,no,153.91
14,24.0,cauc,yes,west,no,650.65
14,13.0,cauc,yes,west,yes,185.36
14,40.0,cauc,yes,west,no,854.7
14,35.0,cauc,yes,west,no,759.73
13,0.0,cauc,no,west,yes,202.82
13,1.0,cauc,no,west,no,390.95
8,31.0,cauc,no,west,no,455.84
13,45.0,cauc,no,west,no,664.77
17,16.0,cauc,no,west,no,543.21
14,20.0,cauc,no,west,no,569.8
12,35.0,cauc,no,west,no,154.32
12,43.0,cauc,no,west,no,522.32
14,35.0,cauc,no,west,yes,189.93
12,3.0,cauc,no,west,no,138.89
15,22.0,cauc,no,west,no,232.67
9,47.0,cauc,no,west,yes,84.05
12,49.0,cauc,no,west,no,257.2
12,7.0,cauc,no,west,no,451.09
12,18.0,cauc,no,west,no,759.73
12,17.0,cauc,no,west,no,617.28
12,48.0,cauc,no,west,no,823.05
12,15.0,cauc,no,west,no,370.37
12,37.0,cauc,no,west,no,617.28
13,32.0,cauc,no,west,no,676.08
16,27.0,cauc,no,west,no,949.67
9,41.0,cauc,no,west,no,1234.57
18,4.0,cauc,no,west,no,522.32
12,29.0,cauc,no,west,no,529.1
10,9.0,cauc,no,west,no,284.9
12,33.0,cauc,yes,west,no,299.15
12,14.0,cauc,yes,west,no,142.45
14,17.0,cauc,yes,west,no,271.6
17,10.0,cauc,yes,west,no,498.58
14,6.0,cauc,yes,west,no,384.62
12,13.0,cauc,yes,west,no,306.27
12,3.0,cauc,yes,west,yes,111.59
12,5.0,cauc,yes,west,no,601.85
12,3.0,cauc,yes,west,no,142.45
12,7.0,cauc,yes,west,yes,123.46
16,3.0,cauc,yes,west,no,470.09
12,24.0,cauc,no,west,no,273.03
11,11.0,cauc,no,west,no,864.2
12,13.0,cauc,no,west,no,712.25
12,14.0,cauc,no,west,no,189.93
12,9.0,cauc,no,west,no,261.16
12,11.0,cauc,yes,west,no,498.58
13,1.0,cauc,yes,west,yes,98.77
12,52.0,cauc,yes,west,yes,118.71
15,30.0,cauc,yes,west,no,662.04
8,25.0,cauc,yes,west,no,166.19
16,9.0,cauc,yes,west,no,562.8
12,20.0,cauc,yes,west,no,403.61
16,15.0,cauc,no,west,no,284.9
12,1.0,cauc,no,west,no,132.95
12,7.0,cauc,no,west,no,474.83
10,21.0,cauc,no,west,yes,79.01
12,50.0,cauc,no,west,no,85.47
12,19.0,cauc,no,west,no,326.8
16,16.0,cauc,no,west,yes,447.53
18,40.0,cauc,no,west,no,593.54
14,13.0,cauc,no,west,no,451.09
13,30.0,cauc,no,west,no,691.36
12,2.0,cauc,no,west,no,474.83
14,19.0,cauc,no,west,no,522.32
12,30.0,cauc,no,west,no,373.11
11,4.0,cauc,no,west,yes,79.37
12,10.0,cauc,no,west,no,679.01
13,32.0,cauc,no,west,no,830.96
12,17.0,cauc,no,west,no,270.66
13,47.0,cauc,no,west,no,134.05
12,40.0,cauc,no,west,no,452.15
12,17.0,cauc,no,west,no,370.37
18,19.0,cauc,no,west,no,902.18
13,32.0,cauc,no,west,no,191.36
12,8.0,cauc,no,west,no,123.46
12,10.0,cauc,yes,west,no,546.06
12,10.0,cauc,yes,west,no,644.12
11,29.0,cauc,yes,west,no,679.01
12,12.0,cauc,yes,west,no,323.39
13,38.0,cauc,yes,west,no,1733.14
13,10.0,cauc,yes,west,no,949.67
16,15.0,cauc,no,west,no,356.13
12,32.0,cauc,yes,west,yes,166.67
13,22.0,cauc,no,west,no,189.93
10,2.0,cauc,no,west,no,302.47
16,32.0,cauc,no,west,no,593.54
15,23.0,cauc,no,west,no,522.32
15,19.0,cauc,no,west,no,474.83
15,6.0,cauc,no,west,no,172.45
11,24.0,cauc,no,west,yes,97.22
16,38.0,cauc,no,west,yes,108.49
12,10.0,cauc,no,west,no,451.09
16,7.0,cauc,no,west,no,282.92
18,15.0,cauc,no,west,no,363.25
12,11.0,cauc,no,west,no,384.0
12,20.0,cauc,no,west,no,528.4
14,23.0,cauc,no,west,no,997.15
13,22.0,cauc,no,west,no,227.92
14,5.0,cauc,no,west,no,246.91
16,28.0,cauc,no,west,no,474.83
15,0.0,cauc,no,west,no,231.48
12,20.0,cauc,no,west,no,641.03
17,15.0,cauc,no,west,no,403.61
12,31.0,cauc,no,west,no,730.58
14,22.0,cauc,no,west,yes,74.07
13,16.0,cauc,no,west,no,170.94
12,16.0,cauc,no,west,no,496.2
14,21.0,cauc,no,west,no,522.32
8,45.0,cauc,no,west,no,1400.76
10,11.0,cauc,no,west,no,213.68
12,1.0,cauc,no,west,yes,61.73
14,37.0,cauc,no,west,no,641.03
18,16.0,cauc,no,west,no,587.84
18,15.0,cauc,no,west,no,949.74
14,16.0,cauc,no,west,no,308.64
12,49.0,cauc,yes,west,yes,111.11
12,6.0,afam,yes,west,no,277.18
13,14.0,cauc,yes,west,no,498.58
12,49.0,cauc,no,west,no,213.68
15,24.0,cauc,no,west,no,515.19
13,1.0,cauc,no,west,yes,148.15
12,20.0,cauc,no,west,no,709.88
18,3.0,cauc,no,west,no,498.58
12,26.0,cauc,no,west,no,451.09
16,41.0,cauc,yes,west,no,2374.15
16,16.0,cauc,yes,west,no,830.96
17,30.0,cauc,yes,west,no,1589.96
18,24.0,cauc,yes,west,no,863.75
15,1.0,cauc,yes,west,yes,77.16
12,15.0,cauc,yes,west,no,377.93
16,9.0,cauc,yes,west,yes,287.16
18,16.0,cauc,yes,west,no,981.93
12,14.0,cauc,yes,west,no,878.44
14,14.0,cauc,yes,west,no,617.28
12,15.0,cauc,yes,west,yes,61.73
17,16.0,cauc,yes,west,no,746.11
16,28.0,cauc,yes,west,no,280.62
15,3.0,cauc,no,west,no,181.33
12,9.0,cauc,no,west,no,403.12
14,10.0,cauc,no,west,yes,617.28
12,16.0,cauc,no,west,no,296.3
13,5.0,cauc,no,west,no,437.24
18,20.0,cauc,no,west,no,1693.57
13,6.0,cauc,no,west,yes,99.72
12,0.0,cauc,no,west,yes,69.44
15,2.0,cauc,no,west,yes,158.6
16,22.0,cauc,no,west,yes,345.68
13,25.0,cauc,no,west,no,370.37
12,20.0,cauc,no,west,yes,172.84
12,4.0,cauc,no,west,no,96.37
11,10.0,cauc,no,west,no,342.94
12,21.0,cauc,no,west,no,902.18
12,10.0,cauc,no,west,no,282.92
12,19.0,cauc,no,west,no,747.86
13,9.0,cauc,no,west,no,259.26
18,13.0,cauc,no,west,no,641.03
16,25.0,cauc,yes,west,no,534.21
13,23.0,cauc,yes,west,no,617.28
14,21.0,cauc,yes,west,no,830.96
14,13.0,cauc,yes,west,no,712.25
12,49.0,cauc,no,west,yes,53.68
12,8.0,cauc,no,west,no,569.8
12,13.0,cauc,no,west,no,323.69
14,20.0,cauc,no,west,no,752.61
12,6.0,cauc,yes,west,no,308.64
14,10.0,cauc,no,west,no,71.23
16,4.0,cauc,no,west,no,415.48
13,20.0,cauc,no,west,no,470.09
12,28.0,cauc,no,west,no,1003.44
17,20.0,cauc,yes,west,no,874.88
12,25.0,cauc,no,west,no,451.09
12,15.0,cauc,yes,west,yes,340.36
12,12.0,cauc,no,west,no,237.42
12,27.0,cauc,no,west,no,205.76
11,7.0,cauc,yes,west,no,224.47
12,25.0,cauc,yes,west,no,429.04
16,-1.0,cauc,yes,west,yes,108.93
16,17.0,cauc,yes,west,no,807.22
12,18.0,cauc,yes,west,no,565.84
18,38.0,cauc,no,west,yes,348.29
16,21.0,cauc,no,west,no,427.35
12,8.0,cauc,no,west,no,569.8
12,33.0,cauc,yes,west,no,308.64
13,12.0,cauc,yes,west,no,474.83
13,32.0,cauc,no,west,no,498.58
16,18.0,cauc,yes,west,no,1282.05
13,2.0,cauc,no,west,no,358.43
12,13.0,cauc,no,west,no,617.28
17,30.0,cauc,yes,west,no,1310.54
12,0.0,cauc,yes,west,yes,246.91
13,-1.0,cauc,yes,west,no,154.32
12,13.0,cauc,no,west,no,515.19
12,24.0,cauc,no,west,no,249.29
12,0.0,cauc,no,west,no,185.19
14,19.0,cauc,no,west,no,332.38
12,10.0,cauc,no,west,no,294.61
12,10.0,cauc,no,west,no,529.1
16,13.0,cauc,no,west,no,712.25
18,29.0,cauc,no,west,no,785.63
16,4.0,cauc,no,west,no,333.6
16,1.0,cauc,no,west,no,229.69
14,27.0,cauc,no,west,no,403.61
13,21.0,cauc,no,west,no,109.57
16,10.0,cauc,no,west,no,735.99
16,5.0,cauc,no,west,no,227.92
17,4.0,cauc,no,west,no,443.97
12,32.0,cauc,no,west,no,379.87
12,7.0,cauc,no,west,no,332.38
12,8.0,cauc,no,west,no,404.28
12,20.0,cauc,no,west,no,403.61
12,44.0,cauc,no,west,no,1139.6
12,40.0,cauc,no,west,no,1187.08
16,14.0,cauc,no,west,no,403.61
12,7.0,cauc,no,west,no,410.85
10,32.0,cauc,no,west,no,490.2
16,19.0,cauc,no,west,no,427.35
16,14.0,cauc,no,west,no,522.32
13,21.0,cauc,no,west,no,261.16
11,8.0,cauc,no,west,no,228.13
14,11.0,cauc,no,west,no,403.61
12,29.0,cauc,no,west,no,593.54
11,7.0,cauc,no,west,no,337.13
12,7.0,cauc,no,west,no,427.35
13,14.0,cauc,no,west,no,576.13
12,6.0,cauc,no,west,no,348.9
14,4.0,cauc,no,west,no,409.77
13,2.0,cauc,no,west,no,379.87
12,15.0,cauc,no,west,no,292.02
12,28.0,cauc,no,west,no,173.96
12,14.0,cauc,no,west,no,570.25
14,31.0,cauc,no,west,no,171.11
12,41.0,cauc,no,west,no,480.94
12,12.0,cauc,no,west,no,365.62
12,10.0,cauc,no,west,no,712.25
12,13.0,cauc,no,west,no,530.86
12,11.0,cauc,no,west,no,547.93
17,36.0,cauc,no,west,yes,154.32
12,9.0,cauc,no,west,no,668.72
16,12.0,cauc,no,west,no,652.9
12,14.0,cauc,no,west,no,225.55
18,23.0,cauc,no,west,no,1442.26
13,42.0,cauc,no,west,no,764.1
14,21.0,cauc,no,west,no,1044.63
18,14.0,cauc,no,west,no,1115.86
18,13.0,cauc,no,west,no,1065.12
14,9.0,cauc,yes,west,no,807.22
12,12.0,cauc,yes,west,no,403.61
12,26.0,cauc,yes,west,no,1225.07
16,17.0,cauc,yes,west,no,617.28
16,24.0,cauc,yes,west,no,1092.12
14,23.0,cauc,yes,west,no,1068.38
16,10.0,cauc,yes,west,no,493.83
12,14.0,cauc,yes,west,no,854.7
12,27.0,cauc,no,west,yes,422.46
12,5.0,cauc,no,west,no,275.17
8,48.0,cauc,no,west,no,254.32
12,19.0,cauc,no,west,no,356.13
12,10.0,cauc,no,west,no,511.35
4,35.0,cauc,no,west,no,332.38
13,9.0,cauc,no,west,no,372.17
12,23.0,cauc,no,west,no,617.28
13,15.0,cauc,no,west,no,823.05
13,13.0,cauc,no,west,no,427.35
18,15.0,cauc,no,west,no,498.58
12,14.0,cauc,no,west,no,555.56
12,4.0,cauc,no,west,yes,380.66
14,7.0,cauc,no,west,yes,123.46
14,4.0,cauc,no,west,no,379.87
18,23.0,cauc,no,west,no,593.54
12,16.0,cauc,no,west,no,985.28
12,17.0,cauc,no,west,no,451.09
14,6.0,cauc,no,west,yes,237.42
15,15.0,cauc,yes,west,yes,313.31
16,7.0,cauc,yes,west,yes,404.04
12,50.0,cauc,no,west,no,1061.67
13,7.0,cauc,no,west,no,109.59
12,6.0,cauc,no,west,yes,439.22
12,31.0,cauc,no,west,no,807.22
12,21.0,cauc,yes,west,no,617.28
16,13.0,cauc,yes,west,no,273.03
10,11.0,cauc,yes,west,no,182.81
12,12.0,cauc,yes,west,yes,370.37
12,17.0,cauc,no,west,no,741.0
12,32.0,cauc,no,west,no,949.67
12,0.0,cauc,no,west,yes,56.98
13,35.0,cauc,no,west,no,854.7
13,8.0,cauc,no,west,yes,141.98
16,17.0,cauc,no,west,no,411.52
15,13.0,cauc,no,west,no,806.25
14,20.0,cauc,no,west,no,712.25
18,16.0,cauc,no,west,no,807.22
12,11.0,cauc,no,west,no,439.79
12,20.0,cauc,no,west,no,471.15
8,19.0,cauc,no,west,no,262.67
12,11.0,cauc,no,west,no,843.42
17,6.0,cauc,no,west,no,379.87
10,38.0,cauc,no,west,no,230.98
16,29.0,cauc,no,west,no,188.6
12,24.0,cauc,no,west,no,313.39
12,15.0,cauc,no,west,no,396.49
12,26.0,cauc,no,west,no,641.03
14,-1.0,cauc,no,west,yes,71.23
18,13.0,cauc,yes,west,no,474.83
16,3.0,cauc,yes,west,yes,61.73
12,4.0,cauc,yes,west,no,135.03
13,11.0,cauc,yes,west,no,284.9
16,26.0,cauc,yes,west,no,284.9
12,15.0,cauc,yes,west,no,345.68
12,8.0,cauc,yes,west,no,379.87
16,10.0,cauc,yes,west,no,273.03
12,2.0,cauc,yes,west,yes,154.32
14,7.0,cauc,no,west,no,341.88
16,31.0,cauc,no,west,no,603.29
13,39.0,cauc,no,west,no,469.66
12,18.0,cauc,no,west,yes,356.13
12,14.0,cauc,no,west,no,721.75
14,41.0,cauc,no,west,no,398.86
12,11.0,cauc,no,west,no,474.83
14,15.0,cauc,no,west,no,398.47
6,16.0,cauc,no,west,no,567.23
18,20.0,cauc,no,west,no,830.96
13,8.0,cauc,no,west,no,247.48
9,46.0,cauc,no,west,no,495.94
12,16.0,cauc,no,west,yes,92.59
0,41.0,cauc,no,west,no,388.01
18,16.0,cauc,no,west,no,878.44
12,11.0,cauc,no,west,no,333.6
14,11.0,cauc,no,west,no,284.9
3,54.0,cauc,no,west,no,241.98
17,20.0,cauc,no,west,no,1145.42
18,21.0,cauc,no,west,no,712.25
12,44.0,cauc,yes,west,no,474.83
16,4.0,cauc,no,west,no,208.26
13,23.0,cauc,yes,west,no,370.37
12,3.0,cauc,no,west,no,216.05
12,2.0,cauc,no,west,no,168.35
12,39.0,cauc,no,west,no,222.7
12,6.0,cauc,no,west,no,175.69
13,29.0,cauc,no,west,no,712.25
12,10.0,cauc,no,west,no,284.44
12,7.0,cauc,no,west,no,193.66
12,17.0,cauc,no,west,no,384.62
16,39.0,cauc,no,west,no,427.35
13,1.0,cauc,no,west,no,370.37
16,20.0,cauc,no,west,no,329.22
12,0.0,cauc,no,west,no,74.07
12,6.0,cauc,no,west,no,143.95
15,13.0,cauc,no,west,yes,246.91
12,23.0,cauc,yes,west,no,462.96
12,32.0,cauc,yes,west,no,284.9
12,11.0,cauc,yes,west,no,522.32
13,6.0,cauc,yes,west,no,337.22
14,11.0,cauc,yes,west,no,269.36
13,4.0,cauc,yes,west,no,439.22
12,32.0,cauc,yes,west,no,189.93
10,5.0,cauc,yes,west,no,296.3
13,15.0,cauc,no,west,no,830.96
9,39.0,cauc,yes,west,no,664.77
13,14.0,cauc,yes,west,no,432.1
12,11.0,cauc,yes,west,yes,160.49
9,17.0,cauc,yes,west,yes,439.22
15,29.0,cauc,yes,west,no,474.83
14,19.0,cauc,yes,west,no,701.57
12,2.0,cauc,no,west,no,517.4
16,16.0,cauc,no,west,no,617.28
14,0.0,cauc,no,west,no,248.15
12,5.0,cauc,yes,west,no,232.88
12,15.0,cauc,yes,west,no,830.96
18,7.0,cauc,no,west,yes,224.69
14,9.0,cauc,no,west,no,474.83
12,3.0,cauc,no,west,no,309.73
15,16.0,cauc,no,west,no,403.61
12,1.0,cauc,no,west,no,306.65
3,31.0,cauc,no,west,no,142.28
3,14.0,cauc,no,west,no,242.5
12,35.0,cauc,no,west,no,477.26
6,11.0,cauc,no,west,no,160.49
12,9.0,cauc,no,west,no,602.47
10,10.0,cauc,no,west,no,444.44
12,16.0,cauc,no,west,no,384.62
9,45.0,cauc,no,west,no,651.4
14,18.0,cauc,no,west,no,510.45
16,8.0,cauc,no,west,no,617.28
16,10.0,cauc,no,west,no,641.03
14,8.0,cauc,no,west,no,388.37
12,35.0,cauc,no,west,no,191.36
12,35.0,cauc,no,west,no,308.64
8,32.0,cauc,no,west,no,296.77
12,52.0,cauc,no,west,yes,222.22
18,12.0,cauc,no,west,no,522.32
12,19.0,cauc,no,west,no,973.41
12,43.0,cauc,no,west,no,735.99
13,0.0,cauc,yes,west,yes,231.55
12,3.0,cauc,no,west,no,346.63
14,12.0,cauc,no,west,no,115.74
12,40.0,cauc,yes,west,no,1056.51
16,13.0,cauc,yes,west,no,2420.7
11,2.0,cauc,yes,west,yes,277.78
18,5.0,cauc,yes,west,no,534.19
12,21.0,cauc,yes,west,no,735.99
14,17.0,cauc,no,west,no,561.17
17,20.0,cauc,yes,west,no,997.15
